District ID,District Name,School ID,School Name,Domain,School Year,Number of Students Tested,level1,level2,level3
146,Vernon School District,3,Northeast School,Creative / Aesthetic,2008-09,46,23.9,39.1,37
146,Vernon School District,10,Skinner Road School,Creative / Aesthetic,2008-09,56,3.6,30.4,66.1
147,Voluntown School District,1,Voluntown Elementary School,Creative / Aesthetic,2008-09,28,0,3.6,96.4
148,Wallingford School District,10,Cook Hill School,Creative / Aesthetic,2008-09,39,2.6,23.1,74.4
148,Wallingford School District,9,Evarts C. Stevens School,Creative / Aesthetic,2008-09,71,2.8,22.5,74.6
148,Wallingford School District,2,Highland School,Creative / Aesthetic,2008-09,47,2.1,17,80.9
148,Wallingford School District,1,Moses Y. Beach School,Creative / Aesthetic,2008-09,55,10.9,43.6,45.5
148,Wallingford School District,3,Parker Farms School,Creative / Aesthetic,2008-09,51,3.9,35.3,60.8
148,Wallingford School District,12,Pond Hill School,Creative / Aesthetic,2008-09,43,0,11.6,88.4
148,Wallingford School District,4,Rock Hill School,Creative / Aesthetic,2008-09,56,1.8,25,73.2
148,Wallingford School District,8,Yalesville School,Creative / Aesthetic,2008-09,76,6.6,46.1,47.4
151,Waterbury School District,21,B. W. Tinker School,Creative / Aesthetic,2008-09,92,16.3,48.9,34.8
151,Waterbury School District,3,Barnard School,Creative / Aesthetic,2008-09,38,5.3,60.5,34.2
151,Waterbury School District,10,Brooklyn Elementary School,Creative / Aesthetic,2008-09,36,52.8,47.2,0
151,Waterbury School District,5,Bucks Hill School,Creative / Aesthetic,2008-09,120,15.8,63.3,20.8
151,Waterbury School District,6,Bunker Hill School,Creative / Aesthetic,2008-09,102,8.8,57.8,33.3
151,Waterbury School District,27,Carrington School,Creative / Aesthetic,2008-09,61,31.1,49.2,19.7
151,Waterbury School District,9,Driggs School,Creative / Aesthetic,2008-09,90,63.3,33.3,3.3
151,Waterbury School District,14,F. J. Kingsbury School,Creative / Aesthetic,2008-09,79,30.4,22.8,46.8
151,Waterbury School District,26,Gilmartin School,Creative / Aesthetic,2008-09,90,32.2,51.1,16.7
151,Waterbury School District,7,H. S. Chase School,Creative / Aesthetic,2008-09,107,34.6,62.6,2.8
151,Waterbury School District,13,Hopeville School,Creative / Aesthetic,2008-09,69,27.5,58,14.5
151,Waterbury School District,31,Maloney Interdistrict Magnet School,Creative / Aesthetic,2008-09,89,5.6,46.1,48.3
151,Waterbury School District,11,Margaret M. Generali Elementary School,Creative / Aesthetic,2008-09,106,38.7,44.3,17
151,Waterbury School District,28,Regan School,Creative / Aesthetic,2008-09,38,26.3,28.9,44.7
151,Waterbury School District,33,Rotella Interdistrict Magnet School,Creative / Aesthetic,2008-09,90,35.6,56.7,7.8
151,Waterbury School District,20,Sprague School,Creative / Aesthetic,2008-09,76,28.9,35.5,35.5
151,Waterbury School District,22,Walsh School,Creative / Aesthetic,2008-09,100,36,34,30
151,Waterbury School District,23,Washington School,Creative / Aesthetic,2008-09,58,12.1,60.3,27.6
151,Waterbury School District,8,Wendell L. Cross School,Creative / Aesthetic,2008-09,57,14,42.1,43.9
151,Waterbury School District,32,Woodrow Wilson School,Creative / Aesthetic,2008-09,93,30.1,54.8,15.1
152,Waterford School District,6,Oswegatchie Elementary School,Creative / Aesthetic,2008-09,26,0,11.5,88.5
152,Waterford School District,7,Quaker Hill Elementary School,Creative / Aesthetic,2008-09,52,3.8,57.7,38.5
152,Waterford School District,5,Southwest Elementary School,Creative / Aesthetic,2008-09,29,3.4,96.6,0
153,Watertown School District,2,John Trumbull Primary School,Creative / Aesthetic,2008-09,207,16.9,59.4,23.7
155,West Hartford School District,16,Aiken School,Creative / Aesthetic,2008-09,75,12,80,8
155,West Hartford School District,2,Braeburn School,Creative / Aesthetic,2008-09,62,12.9,59.7,27.4
155,West Hartford School District,4,Bugbee School,Creative / Aesthetic,2008-09,62,6.5,37.1,56.5
155,West Hartford School District,5,Charter Oak Academy,Creative / Aesthetic,2008-09,58,10.3,48.3,41.4
155,West Hartford School District,6,Duffy School,Creative / Aesthetic,2008-09,96,24,57.3,18.8
155,West Hartford School District,9,Morley School,Creative / Aesthetic,2008-09,61,4.9,47.5,47.5
155,West Hartford School District,10,Norfeldt School,Creative / Aesthetic,2008-09,61,0,18,82
155,West Hartford School District,17,Smith School,Creative / Aesthetic,2008-09,60,25,51.7,23.3
155,West Hartford School District,12,Webster Hill School,Creative / Aesthetic,2008-09,67,6,22.4,71.6
155,West Hartford School District,13,Whiting Lane School,Creative / Aesthetic,2008-09,60,15,41.7,43.3
155,West Hartford School District,15,Wolcott School,Creative / Aesthetic,2008-09,98,13.3,46.9,39.8
156,West Haven School District,8,Alma E. Pagels School,Creative / Aesthetic,2008-09,55,16.4,7.3,76.4
156,West Haven School District,13,Anna V. Molloy School,Creative / Aesthetic,2008-09,44,2.3,95.5,2.3
156,West Haven School District,10,Clarence E. Thompson School,Creative / Aesthetic,2008-09,64,4.7,9.4,85.9
156,West Haven School District,6,Edith E. Mackrille School,Creative / Aesthetic,2008-09,47,10.6,23.4,66
156,West Haven School District,3,Forest School,Creative / Aesthetic,2008-09,65,38.5,32.3,29.2
156,West Haven School District,14,Savin Rock Community School,Creative / Aesthetic,2008-09,67,0,25.4,74.6
156,West Haven School District,4,Seth G. Haley School,Creative / Aesthetic,2008-09,71,28.2,26.8,45.1
156,West Haven School District,12,Washington School,Creative / Aesthetic,2008-09,59,11.9,61,27.1
154,Westbrook School District,2,Daisy Ingraham School,Creative / Aesthetic,2008-09,65,3.1,53.8,43.1
157,Weston School District,1,Hurlbutt Elementary School,Creative / Aesthetic,2008-09,166,2.4,39.8,57.8
158,Westport School District,3,Coleytown Elementary School,Creative / Aesthetic,2008-09,80,3.8,47.5,48.8
158,Westport School District,4,Green's Farms School,Creative / Aesthetic,2008-09,63,1.6,11.1,87.3
158,Westport School District,5,King's Highway Elementary School,Creative / Aesthetic,2008-09,85,8.2,85.9,5.9
158,Westport School District,7,Long Lots School,Creative / Aesthetic,2008-09,90,5.6,51.1,43.3
158,Westport School District,8,Saugatuck Elementary School,Creative / Aesthetic,2008-09,89,1.1,15.7,83.1
159,Wethersfield School District,8,Alfred W. Hanmer School,Creative / Aesthetic,2008-09,45,11.1,82.2,6.7
159,Wethersfield School District,10,Charles Wright School,Creative / Aesthetic,2008-09,47,57.4,34,8.5
159,Wethersfield School District,2,Emerson-Williams School,Creative / Aesthetic,2008-09,64,3.1,35.9,60.9
159,Wethersfield School District,11,Highcrest School,Creative / Aesthetic,2008-09,57,1.8,8.8,89.5
159,Wethersfield School District,12,Samuel B. Webb Elementary School,Creative / Aesthetic,2008-09,37,10.8,75.7,13.5
160,Willington School District,1,Center School,Creative / Aesthetic,2008-09,56,1.8,58.9,39.3
161,Wilton School District,6,Ina E. Driscoll School,Creative / Aesthetic,2008-09,169,3.6,14.8,81.7
161,Wilton School District,5,Miller-Driscoll School,Creative / Aesthetic,2008-09,156,2.6,13.5,84
162,Winchester School District,4,Batcheller Early Education Center,Creative / Aesthetic,2008-09,45,4.4,53.3,42.2
162,Winchester School District,2,Mary P. Hinsdale School,Creative / Aesthetic,2008-09,46,39.1,52.2,8.7
163,Windham School District,1,Natchaug School,Creative / Aesthetic,2008-09,55,20,63.6,16.4
163,Windham School District,3,North Windham School,Creative / Aesthetic,2008-09,98,11.2,37.8,51
163,Windham School District,6,W. B. Sweeney School,Creative / Aesthetic,2008-09,75,10.7,45.3,44
163,Windham School District,5,Windham Center School,Creative / Aesthetic,2008-09,62,53.2,22.6,24.2
165,Windsor Locks School District,1,North Street School,Creative / Aesthetic,2008-09,134,12.7,37.3,50
164,Windsor School District,10,Roger Wolcott Early Child Center,Creative / Aesthetic,2008-09,193,8.8,34.7,56.5
166,Wolcott School District,6,Alcott School,Creative / Aesthetic,2008-09,39,10.3,25.6,64.1
166,Wolcott School District,2,Frisbie School,Creative / Aesthetic,2008-09,53,11.3,41.5,47.2
166,Wolcott School District,5,Wakelee School,Creative / Aesthetic,2008-09,68,7.4,41.2,51.5
167,Woodbridge School District,1,Beecher Road Primary School,Creative / Aesthetic,2008-09,99,12.1,49.5,38.4
169,Woodstock School District,2,Woodstock Elementary School,Creative / Aesthetic,2008-09,88,6.8,21.6,71.6
1,Andover School District,1,Andover Elementary School,Language,2010-11,42,14.3,33.3,52.4
2,Ansonia School District,8,Prendergast School,Language,2010-11,22,50,22.7,27.3
244,Area Cooperative Educational Services,3,Wintergreen Interdistrict Magnet School,Language,2010-11,62,9.7,43.5,46.8
3,Ashford School District,1,Ashford School,Language,2010-11,48,12.5,25,62.5
4,Avon School District,4,Pine Grove School,Language,2010-11,80,6.3,28.8,65
4,Avon School District,3,Roaring Brook School,Language,2010-11,108,8.3,39.8,51.9
5,Barkhamsted School District,1,Barkhamsted Elementary School,Language,2010-11,47,8.5,25.5,66
7,Berlin School District,4,Emma Hart Willard School,Language,2010-11,71,25.4,52.1,22.5
7,Berlin School District,5,Mary E. Griswold School,Language,2010-11,94,14.9,47.9,37.2
7,Berlin School District,1,Richard D. Hubbard School,Language,2010-11,43,48.8,32.6,18.6
8,Bethany School District,1,Bethany Community School,Language,2010-11,53,13.2,20.8,66
9,Bethel School District,4,Anna H. Rockwell School,Language,2010-11,82,14.6,62.2,23.2
9,Bethel School District,1,Frank A. Berry School,Language,2010-11,80,13.8,36.3,50
11,Bloomfield School District,3,J. P. Vincent School,Language,2010-11,92,20.7,43.5,35.9
11,Bloomfield School District,8,Wintonbury Early Childhood Magnet School,Language,2010-11,98,25.5,40.8,33.7
12,Bolton School District,1,Bolton Center School,Language,2010-11,57,15.8,43.9,40.4
13,Bozrah School District,1,Fields Memorial School,Language,2010-11,30,20,40,40
14,Branford School District,16,John B. Sliney School,Language,2010-11,62,24.2,37.1,38.7
14,Branford School District,15,Mary R. Tisko School,Language,2010-11,78,11.5,52.6,35.9
14,Branford School District,14,Mary T. Murphy School,Language,2010-11,75,22.7,56,21.3
15,Bridgeport School District,1,Barnum School,Language,2010-11,79,24.1,45.6,30.4
15,Bridgeport School District,2,Beardsley School,Language,2010-11,45,42.2,40,17.8
15,Bridgeport School District,3,Black Rock School,Language,2010-11,56,33.9,32.1,33.9
15,Bridgeport School District,40,Blackham School,Language,2010-11,114,29.8,36.8,33.3
15,Bridgeport School District,4,Bryant School,Language,2010-11,64,35.9,45.3,18.8
15,Bridgeport School District,14,Cesar Batalla School,Language,2010-11,112,49.1,35.7,15.2
15,Bridgeport School District,21,Classical Studies Academy,Language,2010-11,45,15.6,40,44.4
15,Bridgeport School District,5,Columbus School,Language,2010-11,91,22,50.5,27.5
15,Bridgeport School District,39,Cross School,Language,2010-11,51,25.5,56.9,17.6
15,Bridgeport School District,42,Curiale School,Language,2010-11,57,50.9,35.1,14
15,Bridgeport School District,41,Dunbar School,Language,2010-11,37,45.9,27,27
15,Bridgeport School District,7,Edison School,Language,2010-11,40,27.5,42.5,30
15,Bridgeport School District,32,Geraldine Johnson School,Language,2010-11,95,34.7,27.4,37.9
15,Bridgeport School District,11,Hall School,Language,2010-11,40,30,65,5
15,Bridgeport School District,12,Hallen School,Language,2010-11,35,14.3,25.7,60
15,Bridgeport School District,45,High Horizons Magnet School,Language,2010-11,45,26.7,37.8,35.6
15,Bridgeport School District,13,Hooker School,Language,2010-11,46,19.6,34.8,45.7
15,Bridgeport School District,22,Jettie S. Tisdale School,Language,2010-11,63,36.5,46,17.5
15,Bridgeport School District,19,Longfellow School,Language,2010-11,57,22.8,35.1,42.1
15,Bridgeport School District,10,Luis Munoz Marin School,Language,2010-11,73,21.9,39.7,38.4
15,Bridgeport School District,20,Madison School,Language,2010-11,82,52.4,40.2,7.3
15,Bridgeport School District,46,Multicultural Magnet School,Language,2010-11,45,22.2,37.8,40
15,Bridgeport School District,17,Park City Magnet School,Language,2010-11,58,55.2,37.9,6.9
15,Bridgeport School District,25,Read School,Language,2010-11,101,17.8,38.6,43.6
15,Bridgeport School District,26,Roosevelt School,Language,2010-11,54,14.8,55.6,29.6
15,Bridgeport School District,44,Skane Center,Language,2010-11,32,37.5,34.4,28.1
15,Bridgeport School District,30,Waltersville School,Language,2010-11,42,7.1,45.2,47.6
15,Bridgeport School District,36,Winthrop School,Language,2010-11,70,20,32.9,47.1
17,Bristol School District,7,Clara T. O Connell School,Language,2010-11,67,20.9,38.8,40.3
17,Bristol School District,3,Edgewood School,Language,2010-11,73,27.4,23.3,49.3
17,Bristol School District,14,Ellen P. Hubbell School,Language,2010-11,79,20.3,34.2,45.6
17,Bristol School District,5,Greene-Hills School,Language,2010-11,59,23.7,33.9,42.4
17,Bristol School District,19,Ivy Drive School,Language,2010-11,68,19.1,45.6,35.3
17,Bristol School District,6,John J. Jennings School,Language,2010-11,68,32.4,61.8,5.9
17,Bristol School District,17,Mountain View School,Language,2010-11,58,20.7,29.3,50
17,Bristol School District,11,South Side School,Language,2010-11,77,16.9,58.4,24.7
17,Bristol School District,12,Stafford School,Language,2010-11,80,22.5,33.8,43.8
18,Brookfield School District,3,Center Elementary School,Language,2010-11,161,18.6,34.8,46.6
19,Brooklyn School District,1,Brooklyn Elementary School,Language,2010-11,95,6.3,20,73.7
21,Canaan School District,1,Lee H. Kellogg School,Language,2010-11,11,9.1,36.4,54.5
22,Canterbury School District,2,Canterbury Elementary School,Language,2010-11,45,28.9,22.2,48.9
23,Canton School District,2,Cherry Brook Primary School,Language,2010-11,123,16.3,28.5,55.3
241,Capitol Region Education Council,1,East Hartford/Glastonbury Magnet School,Language,2010-11,43,18.6,58.1,23.3
241,Capitol Region Education Council,4,International Magnet School for Global Citizenship,Language,2010-11,58,17.2,27.6,55.2
241,Capitol Region Education Council,31,Montessori Magnet School,Language,2010-11,43,4.7,11.6,83.7
241,Capitol Region Education Council,3,Reggio Magnet School of the Arts,Language,2010-11,52,19.2,59.6,21.2
241,Capitol Region Education Council,2,University of Hartford Multiple Intelligences Magnet School,Language,2010-11,59,11.9,28.8,59.3
24,Chaplin School District,2,Chaplin Elementary School,Language,2010-11,20,30,20,50
287,Charter School for Young Children on Asylum Hill,1,Charter School for Young Children on Asylum Hill  Inc.,Language,2010-11,45,4.4,22.2,73.3
25,Cheshire School District,2,Darcey School,Language,2010-11,253,3.6,15.4,81
26,Chester School District,1,Chester Elementary School,Language,2010-11,33,3,63.6,33.3
27,Clinton School District,3,Lewin G. Joel Jr. School,Language,2010-11,161,15.5,40.4,44.1
28,Colchester School District,4,Colchester Elementary School,Language,2010-11,201,20.4,42.8,36.8
29,Colebrook School District,1,Colebrook Consolidated School,Language,2010-11,14,14.3,71.4,14.3
30,Columbia School District,1,Horace W. Porter School,Language,2010-11,59,25.4,27.1,47.5
243,Cooperative Educational Services,1,Six-Six Magnet School,Language,2010-11,34,2.9,26.5,70.6
31,Cornwall School District,1,Cornwall Consolidated School,Language,2010-11,10,10,20,70
32,Coventry School District,2,Coventry Grammar School,Language,2010-11,125,13.6,52,34.4
33,Cromwell School District,2,Edna C. Stevens School,Language,2010-11,157,5.7,37.6,56.7
34,Danbury School District,14,Ellsworth Avenue School,Language,2010-11,58,34.5,58.6,6.9
34,Danbury School District,11,Great Plain School,Language,2010-11,49,44.9,40.8,14.3
34,Danbury School District,2,Hayestown Avenue School,Language,2010-11,70,32.9,51.4,15.7
34,Danbury School District,13,King Street Primary School,Language,2010-11,104,50,28.8,21.2
34,Danbury School District,5,Mill Ridge Primary School,Language,2010-11,94,29.8,37.2,33
34,Danbury School District,6,Morris Street School,Language,2010-11,55,54.5,27.3,18.2
34,Danbury School District,8,Park Avenue School,Language,2010-11,75,42.7,45.3,12
34,Danbury School District,15,Pembroke School,Language,2010-11,59,23.7,39,37.3
34,Danbury School District,12,Shelter Rock School,Language,2010-11,53,45.3,39.6,15.1
34,Danbury School District,10,South Street School,Language,2010-11,59,22,40.7,37.3
34,Danbury School District,16,Stadley Rough School,Language,2010-11,70,47.1,35.7,17.1
35,Darien School District,2,Hindley Elementary School,Language,2010-11,92,2.2,22.8,75
36,Deep River School District,1,Deep River Elementary School,Language,2010-11,48,37.5,58.3,4.2
37,Derby School District,6,Bradley School,Language,2010-11,65,16.9,41.5,41.5
37,Derby School District,4,Irving School,Language,2010-11,63,36.5,39.7,23.8
40,East Granby School District,1,Allgrove School,Language,2010-11,54,3.7,31.5,64.8
41,East Haddam School District,1,East Haddam Elementary School,Language,2010-11,80,7.5,18.8,73.8
42,East Hampton School District,1,Memorial School,Language,2010-11,136,29.4,41.2,29.4
43,East Hartford School District,9,Anna E. Norris School,Language,2010-11,41,24.4,48.8,26.8
43,East Hartford School District,6,Dr. Franklin H. Mayberry School,Language,2010-11,65,23.1,32.3,44.6
